source_id,country,region,iso3n,source_name,source_url,source_type,renderer,leaders_covered,date_start,date_end,language,content_format,recipe_status
sau_spa,Saudi Arabia,Middle East,682.0,spa.gov.sa (Saudi Press Agency),https://www.spa.gov.sa/en,state_news_agency,static,King / Crown Prince,,,Arabic/English,fulltext,none
srb_predsednik,Serbia,,688.0,predsednik.rs,http://www.predsednik.rs/,official_gov,static,,2014,2026,,,draft
srb_predsednik_english_wayback,Serbia,Europe,688.0,predsednik.rs/en (English tree; Wayback/CDX),https://www.predsednik.rs/en,official_gov,static,Nikolić; Vučić,2012,2025,English,fulltext,partial
syc_statehouse,Seychelles,,690.0,statehouse.gov.sc,http://www.statehouse.gov.sc/,official_gov,static,,2010,2026,English,fulltext. FULL RUN pending (researcher gate).,draft
syc_statehouse_wayback,Seychelles,Africa,690.0,State House statehouse.gov.sc/speeches (Wayback/CDX),https://www.statehouse.gov.sc/speeches,official_gov_wayback,static,James Michel; Danny Faure; Wavel Ramkalawan,2012,2026,English,fulltext,draft
sle_statehouse,Sierra Leone,,694.0,statehouse.gov.sl,http://www.statehouse.gov.sl/,official_gov,static,,2025,2026,English,fulltext. FULL RUN pending (researcher gate).,draft
sle_statehouse_wayback,Sierra Leone,Africa,694.0,State House statehouse.gov.sl date-path posts (Wayback/CDX),https://statehouse.gov.sl/,official_gov_wayback,static,Julius Maada Bio,2025,2026,English,fulltext,draft
sgp_istana,Singapore,,702.0,istana.gov.sg,http://istana.gov.sg/,official_gov,static,,2014,2026,English,fulltext. FULL RUN pending (researcher gate).,draft
sgp_pmo,Singapore,Asia,702.0,Prime Minister's Office Singapore (pmo.gov.sg),https://www.pmo.gov.sg/newsroom,official_gov,static,,2012,2026,English,fulltext. FULL RUN pending (researcher gate).,draft
sgp_istana_wayback,Singapore,Asia,702.0,istana.gov.sg /Newsroom/Speeches (Wayback/CDX),https://www.istana.gov.sg/,official_gov,static,S R Nathan; Tony Tan; Halimah Yacob; Tharman Shanmugaratnam,2005,2025,English,fulltext,draft
sgp_pmo_wayback,Singapore,Asia,702.0,Prime Minister's Office pmo.gov.sg (Wayback/CDX),https://www.pmo.gov.sg/newsroom,official_gov_wayback,static,Lee Hsien Loong; Heng Swee Keat; Teo Chee Hean; Lawrence Wong,2011,2026,English,fulltext,draft
svk_prezident,Slovakia,,703.0,prezident.sk,http://www.prezident.sk/,official_gov,js,,,,,,blocked
svk_vlada,Slovakia,Europe,703.0,Government Office of the Slovak Republic / PM (vlada.gov.sk),https://www.vlada.gov.sk/tlacove-spravy/,official_gov,static,,2023,2026,Slovak,fulltext. FULL RUN pending (researcher gate).,draft
svk_prezident_wayback,Slovakia,Europe,703.0,"prezident.sk (President, via Internet Archive)",https://www.prezident.sk/page/prejavy,official_gov,static,,2015,2026,Slovak,fulltext. FULL RUN pending (researcher gate).,draft
svn_up-rs,Slovenia,,705.0,up-rs.si,http://www.up-rs.si/,official_gov,unknown,,,,,,covered_elsewhere
svn_predsednica,Slovenia,Europe,705.0,predsednica-slo.si (President,https://www.predsednica-slo.si/sl/objave/govori,official_gov,static,,2022,2026,Slovenian,fulltext. FULL RUN pending (researcher gate).,draft
svn_gov,Slovenia,Europe,705.0,Government of Slovenia / PM (gov.si),https://www.gov.si/novice/,official_gov,static,,2001,2026,Slovenian,fulltext. FULL RUN pending (researcher gate).,draft
svn_up_rs_wayback,Slovenia,Europe,705.0,"up-rs.si (President predecessors, via Internet Archive, English edition)",http://www.up-rs.si/up-rs/uprs-eng.nsf/dokumentiweb,official_gov,static,,2001,2022,English,fulltext. FULL RUN pending (researcher gate).,draft
som_villasomalia,Somalia,,706.0,villasomalia.gov.so,http://villasomalia.gov.so/,official_gov,static,,2018,2026,Somali,fulltext. FULL RUN pending (researcher gate).,draft
zaf_thepresidency,South Africa,,710.0,thepresidency.gov.za,http://www.thepresidency.gov.za/,official_gov,static,,2024,2026,English,,covered_elsewhere
zaf_gov,South Africa,Africa,710.0,gov.za (SA Government speeches aggregator),https://www.gov.za/news/speeches,official_gov,static,,,2026,English,fulltext. FULL RUN pending (researcher gate).,draft
zaf_thepresidency_wayback,South Africa,Africa,710.0,"thepresidency.gov.za (old Presidency site, via Internet Archive)",http://www.thepresidency.gov.za/speeches,official_gov,static,,2014,2024,English,fulltext. FULL RUN pending (researcher gate).,draft
zaf_gov_wayback,South Africa,Africa,710.0,SA Government speeches gov.za/news/speeches (Wayback/CDX),https://www.gov.za/news/speeches,official_gov_wayback,static,Cyril Ramaphosa; Jacob Zuma; + ministers/premiers,2009,2026,English,fulltext,draft
esp_casareal,Spain,,724.0,casareal.es,http://www.casareal.es/,official_gov,static,,2021,2026,Spanish,fulltext. FULL RUN pending (researcher gate).,draft
esp_lamoncloa_wayback,Spain,Europe,724.0,La Moncloa / President of the Government (via Internet Archive),https://www.lamoncloa.gob.es/presidente/intervenciones/,official_gov,static,,2014,2026,Spanish,fulltext. FULL RUN pending (researcher gate).,draft
esp_lamoncloa_english_wayback,Spain,Europe,724.0,La Moncloa English intervenciones /lang/en/ (Wayback/CDX),https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/,official_gov_wayback,static,José Luis Rodríguez Zapatero; Mariano Rajoy; Pedro Sánchez,2008,2026,English,fulltext,draft
lka_president,Sri Lanka,,144.0,president.gov.lk,http://president.gov.lk/,official_gov,cdp,,,,English,,blocked
lka_president_wayback,Sri Lanka,Asia,144.0,president.gov.lk (via Internet Archive),https://president.gov.lk/,official_gov,static,,2016,2022,English,fulltext. FULL RUN pending (researcher gate).,partial
sdn_presidency,Sudan,,729.0,presidency.gov.sd,http://www.presidency.gov.sd,official_gov,unknown,,,,,,blocked
sdn_presidency_wayback,Sudan,Africa,729.0,"presidency.gov.sd (dead, via Internet Archive)",http://www.presidency.gov.sd/ara/news,official_gov,static,,2015,2019,Arabic,fulltext. FULL RUN pending (researcher gate).,draft
swe_kungahuset,Sweden,,752.0,kungahuset.se,https://www.kungahuset.se/,official_gov,static,,,2026,Swedish,,blocked
swe_regeringen,Sweden,Europe,752.0,Government Offices of Sweden / PM (regeringen.se),https://www.regeringen.se/tal/,official_gov,static,,1996,2026,Swedish,fulltext. FULL RUN pending (researcher gate).,draft
swe_kungahuset_english_wayback,Sweden,Europe,752.0,kungahuset.se/english (Royal Court English tree; Wayback/CDX),https://www.kungahuset.se/english,official_gov,static,Carl XVI Gustaf; Crown Princess Victoria; Prince Daniel; Queen Silvia,2006,2026,English,fulltext,draft
tza_ikulu,"Tanzania, United Republic of",,834.0,ikulu.go.tz,http://www.ikulu.go.tz/,official_gov,unknown,,,,,,none
tha_royaloffice,Thailand,,764.0,royaloffice.th,https://www.royaloffice.th/,official_gov,unknown,,,,,,blocked
tha_thaigov,Thailand,,,,https://www.thaigov.go.th/en/news,,static,,,,Thai/English,,blocked
tha_royaloffice_wayback,Thailand,Asia,764.0,royaloffice.th,https://www.royaloffice.th/ (via Internet Archive),official_gov,static,monarch. FULL RUN pending (researcher gate).,2017,2024,Thai,fulltext,draft
gmb_op_wayback,The Gambia,Africa,270.0,Office of the President op.gov.gm speech PDFs (Wayback/CDX),https://op.gov.gm/,official_gov_wayback,static,Adama Barrow,2021,2026,English,fulltext,draft
tls_presidenciarepublica,Timor-Leste,,626.0,presidenciarepublica.tl,https://presidenciarepublica.tl/,official_gov,unknown,,,,,,none
tto_otp,Trinidad and Tobago,,780.0,otp.tt,http://www.otp.tt/,official_gov,unknown,,,,,,none
tto_otp_wayback,Trinidad and Tobago,Americas,780.0,Office of the President otp.tt (Wayback/CDX),https://otp.tt/,official_gov_wayback,static,Paula-Mae Weekes; Christine Kangaloo,2014,2026,English,fulltext,draft
tur_tccb,Türkiye,,792.0,tccb.gov.tr,https://www.tccb.gov.tr/,official_gov,unknown,,,,,,none
tur_tccb_english_wayback,Türkiye,Asia,792.0,tccb.gov.tr/en (Presidency English tree; Wayback/CDX),https://www.tccb.gov.tr/en,official_gov,static,Recep Tayyip Erdoğan; Abdullah Gül,2015,2026,English,fulltext,partial
tkm_turkmenistan,Turkmenistan,,795.0,turkmenistan.gov.tm,https://turkmenistan.gov.tm/,official_gov,unknown,,,,,,none
uga_statehouse,Uganda,,800.0,statehouse.go.ug,http://statehouse.go.ug/,official_gov,unknown,,,,,,none
uga_statehouse_wayback,Uganda,Africa,800.0,State House statehouse.go.ug/media/speeches (Wayback/CDX),http://statehouse.go.ug/media/speeches,official_gov_wayback,static,Yoweri Museveni,2011,2022,English,fulltext,draft
ukr_president,Ukraine,,804.0,president.gov.ua,http://president.gov.ua/,official_gov,unknown,,,,,,none
ukr_president_english_wayback,Ukraine,Europe,804.0,president.gov.ua/en (English mirror; Wayback/CDX),https://www.president.gov.ua/en,official_gov,static,Kuchma; Yushchenko; Yanukovych; Poroshenko; Zelensky,2002,2026,English,fulltext,draft
are_u,United Arab Emirates,,784.0,u.ae,https://u.ae/,official_gov,unknown,,,,,,none
gbr_royal,United Kingdom,,826.0,royal.uk,http://royal.uk/,official_gov,unknown,,,,,,none
usa_whitehouse,United States,,840.0,hitehouse.gov,https://www.whitehouse.gov/,official_gov,static,,2025,2026,,,draft
usa_whitehouse_biden,United States,North America,840.0,Biden White House (NARA archive),https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/,official_gov,static,,2021-03,2025-01,English,fulltext,draft
usa_whitehouse_obama,United States,North America,840.0,Obama White House (NARA archive),https://obamawhitehouse.archives.gov/briefing-room/speeches-and-remarks,official_gov,static,,2009-05,2017-01,English,fulltext. NARA frozen Drupal archive SUBDOMAIN (dedicated archive host -> better than Wayback,draft
usa_whitehouse_trump,United States,North America,840.0,Trump White House 45 (NARA archive),https://trumpwhitehouse.archives.gov/briefings-statements/,official_gov,static,,2017-03,2021-01,English,fulltext,draft
ury_presidencia,Uruguay,,858.0,presidencia.gub.uy,http://www.presidencia.gub.uy/,official_gov,unknown,,,,,,none
uzb_president,Uzbekistan,,860.0,president.uz,https://president.uz/,official_gov,unknown,,,,,,none
uzb_president_english_wayback,Uzbekistan,Asia,860.0,president.uz/en (English mirror; Wayback/CDX),https://president.uz/en,official_gov,static,Islam Karimov; Shavkat Mirziyoyev,2011,2026,English,fulltext,partial
ven_alopresidente,"Venezuela, Bolivarian Republic of",South America,862.0,Alo Presidente (Internet Archive),https://archive.org/search?query=Alo+Presidente+Chavez,tv_program (archived),static,Hugo Chavez (Alo Presidente),,,Spanish,video/audio,none
vnm_vpctn,Viet Nam,,704.0,vpctn.gov.vn,http://vpctn.gov.vn/,official_gov,unknown,,,,,,none
zwe_theopc,Zimbabwe,,716.0,theopc.gov.zw,http://www.theopc.gov.zw/,official_gov,unknown,,,,,,none
zwe_theopc_wayback,Zimbabwe,Africa,716.0,Office of the President and Cabinet theopc.gov.zw (Wayback/CDX),http://www.theopc.gov.zw/,official_gov_wayback,static,Emmerson Mnangagwa,2016,2020,English,fulltext,draft
